member_id,status,sex,age,tranche,tranche_label,tranche_pension
319,pensioner,M,85,pre97,Pre-1997,2004.5410829644397
319,pensioner,M,85,9705,1997-2005,1503.4058122233296
319,pensioner,M,85,post05,Post-2005,1503.4058122233296
320,pensioner,M,72,pre97,Pre-1997,13336.174815861783
320,pensioner,M,72,9705,1997-2005,10002.131111896337
320,pensioner,M,72,post05,Post-2005,10002.131111896337
321,pensioner,M,83,pre97,Pre-1997,2317.7811900506745
321,pensioner,M,83,9705,1997-2005,1738.3358925380055
321,pensioner,M,83,post05,Post-2005,1738.3358925380055
322,pensioner,F,76,pre97,Pre-1997,2638.5227311411727
322,pensioner,F,76,9705,1997-2005,1978.8920483558795
322,pensioner,F,76,post05,Post-2005,1978.8920483558795
323,pensioner,M,69,pre97,Pre-1997,1113.3289654894618
323,pensioner,M,69,9705,1997-2005,834.9967241170963
323,pensioner,M,69,post05,Post-2005,834.9967241170963
324,pensioner,M,73,pre97,Pre-1997,5653.511020550128
324,pensioner,M,73,9705,1997-2005,4240.133265412595
324,pensioner,M,73,post05,Post-2005,4240.133265412595
325,pensioner,F,69,pre97,Pre-1997,1666.567609750856
325,pensioner,F,69,9705,1997-2005,1249.9257073131419
325,pensioner,F,69,post05,Post-2005,1249.9257073131419
326,pensioner,F,77,pre97,Pre-1997,632.4416184919363
326,pensioner,F,77,9705,1997-2005,474.33121386895215
326,pensioner,F,77,post05,Post-2005,474.33121386895215
327,pensioner,F,66,pre97,Pre-1997,11145.395995914483
327,pensioner,F,66,9705,1997-2005,8359.046996935862
327,pensioner,F,66,post05,Post-2005,8359.046996935862
328,pensioner,F,88,pre97,Pre-1997,3048.8970550681643
328,pensioner,F,88,9705,1997-2005,2286.6727913011227
328,pensioner,F,88,post05,Post-2005,2286.6727913011227
329,pensioner,M,67,pre97,Pre-1997,3993.4531550875836
329,pensioner,M,67,9705,1997-2005,2995.0898663156877
329,pensioner,M,67,post05,Post-2005,2995.0898663156877
330,pensioner,F,67,pre97,Pre-1997,4673.527900902019
330,pensioner,F,67,9705,1997-2005,3505.1459256765143
330,pensioner,F,67,post05,Post-2005,3505.1459256765143
331,pensioner,M,65,pre97,Pre-1997,2301.2035162743514
331,pensioner,M,65,9705,1997-2005,1725.9026372057633
331,pensioner,M,65,post05,Post-2005,1725.9026372057633
332,pensioner,F,86,pre97,Pre-1997,869.3868909713476
332,pensioner,F,86,9705,1997-2005,652.0401682285107
332,pensioner,F,86,post05,Post-2005,652.0401682285107
333,pensioner,M,77,pre97,Pre-1997,4856.410468547482
333,pensioner,M,77,9705,1997-2005,3642.3078514106114
333,pensioner,M,77,post05,Post-2005,3642.3078514106114
334,pensioner,M,73,pre97,Pre-1997,9990.861123165228
334,pensioner,M,73,9705,1997-2005,7493.1458423739205
334,pensioner,M,73,post05,Post-2005,7493.1458423739205
335,pensioner,M,69,pre97,Pre-1997,859.4739954670899
335,pensioner,M,69,9705,1997-2005,644.6054966003173
335,pensioner,M,69,post05,Post-2005,644.6054966003173
336,pensioner,M,62,pre97,Pre-1997,2638.838799938558
336,pensioner,M,62,9705,1997-2005,1979.1290999539185
336,pensioner,M,62,post05,Post-2005,1979.1290999539185
337,pensioner,M,90,pre97,Pre-1997,770.4170291800873
337,pensioner,M,90,9705,1997-2005,577.8127718850654
337,pensioner,M,90,post05,Post-2005,577.8127718850654
338,pensioner,M,81,pre97,Pre-1997,1968.127506558703
338,pensioner,M,81,9705,1997-2005,1476.0956299190273
338,pensioner,M,81,post05,Post-2005,1476.0956299190273
339,pensioner,M,70,pre97,Pre-1997,4632.433554175132
339,pensioner,M,70,9705,1997-2005,3474.3251656313487
339,pensioner,M,70,post05,Post-2005,3474.3251656313487
340,pensioner,M,71,pre97,Pre-1997,3618.657237504789
340,pensioner,M,71,9705,1997-2005,2713.9929281285913
340,pensioner,M,71,post05,Post-2005,2713.9929281285913
341,pensioner,M,62,pre97,Pre-1997,4200.692769135
341,pensioner,M,62,9705,1997-2005,3150.51957685125
341,pensioner,M,62,post05,Post-2005,3150.51957685125
342,pensioner,M,83,pre97,Pre-1997,20498.72973053154
342,pensioner,M,83,9705,1997-2005,15374.047297898653
342,pensioner,M,83,post05,Post-2005,15374.047297898653
343,pensioner,M,81,pre97,Pre-1997,3751.6785045245633
343,pensioner,M,81,9705,1997-2005,2813.7588783934225
343,pensioner,M,81,post05,Post-2005,2813.7588783934225
344,pensioner,M,71,pre97,Pre-1997,3672.544067890435
344,pensioner,M,71,9705,1997-2005,2754.408050917826
344,pensioner,M,71,post05,Post-2005,2754.408050917826
345,pensioner,M,79,pre97,Pre-1997,20649.790121027916
345,pensioner,M,79,9705,1997-2005,15487.342590770935
345,pensioner,M,79,post05,Post-2005,15487.342590770935
346,pensioner,M,71,pre97,Pre-1997,3247.802475561878
346,pensioner,M,71,9705,1997-2005,2435.8518566714083
346,pensioner,M,71,post05,Post-2005,2435.8518566714083
347,pensioner,M,73,pre97,Pre-1997,7670.611616718718
347,pensioner,M,73,9705,1997-2005,5752.958712539038
347,pensioner,M,73,post05,Post-2005,5752.958712539038
348,pensioner,F,71,pre97,Pre-1997,4836.86567373915
348,pensioner,F,71,9705,1997-2005,3627.6492553043627
348,pensioner,F,71,post05,Post-2005,3627.6492553043627
349,pensioner,F,77,pre97,Pre-1997,1486.2210189565603
349,pensioner,F,77,9705,1997-2005,1114.66576421742
349,pensioner,F,77,post05,Post-2005,1114.66576421742
350,pensioner,F,81,pre97,Pre-1997,757.7062227674437
350,pensioner,F,81,9705,1997-2005,568.2796670755828
350,pensioner,F,81,post05,Post-2005,568.2796670755828
351,pensioner,M,65,pre97,Pre-1997,641.9802434955946
351,pensioner,M,65,9705,1997-2005,481.4851826216958
351,pensioner,M,65,post05,Post-2005,481.4851826216958
352,pensioner,M,92,pre97,Pre-1997,675.1110110710538
352,pensioner,M,92,9705,1997-2005,506.3332583032902
352,pensioner,M,92,post05,Post-2005,506.3332583032902
353,pensioner,F,75,pre97,Pre-1997,5755.746449399572
353,pensioner,F,75,9705,1997-2005,4316.809837049679
353,pensioner,F,75,post05,Post-2005,4316.809837049679
354,pensioner,M,80,pre97,Pre-1997,5700.778540274774
354,pensioner,M,80,9705,1997-2005,4275.58390520608
354,pensioner,M,80,post05,Post-2005,4275.58390520608
355,pensioner,F,64,pre97,Pre-1997,2143.890732513993
355,pensioner,F,64,9705,1997-2005,1607.9180493854944
355,pensioner,F,64,post05,Post-2005,1607.9180493854944
356,pensioner,M,63,pre97,Pre-1997,6749.40508012192
356,pensioner,M,63,9705,1997-2005,5062.05381009144
356,pensioner,M,63,post05,Post-2005,5062.05381009144
357,pensioner,M,80,pre97,Pre-1997,4563.880553284824
357,pensioner,M,80,9705,1997-2005,3422.9104149636178
357,pensioner,M,80,post05,Post-2005,3422.9104149636178
358,pensioner,M,74,pre97,Pre-1997,5229.134188532258
358,pensioner,M,74,9705,1997-2005,3921.8506413991936
358,pensioner,M,74,post05,Post-2005,3921.8506413991936
359,pensioner,F,76,pre97,Pre-1997,4909.263804603707
359,pensioner,F,76,9705,1997-2005,3681.9478534527802
359,pensioner,F,76,post05,Post-2005,3681.9478534527802
360,pensioner,M,83,pre97,Pre-1997,2420.9794925406436
360,pensioner,M,83,9705,1997-2005,1815.7346194054828
360,pensioner,M,83,post05,Post-2005,1815.7346194054828
361,pensioner,F,86,pre97,Pre-1997,2086.7445642394
361,pensioner,F,86,9705,1997-2005,1565.05842317955
361,pensioner,F,86,post05,Post-2005,1565.05842317955
362,pensioner,M,75,pre97,Pre-1997,10086.173325414864
362,pensioner,M,75,9705,1997-2005,7564.629994061146
362,pensioner,M,75,post05,Post-2005,7564.629994061146
363,pensioner,F,78,pre97,Pre-1997,3068.3137041005193
363,pensioner,F,78,9705,1997-2005,2301.2352780753895
363,pensioner,F,78,post05,Post-2005,2301.2352780753895
364,pensioner,F,81,pre97,Pre-1997,16676.937924949896
364,pensioner,F,81,9705,1997-2005,12507.70344371242
364,pensioner,F,81,post05,Post-2005,12507.70344371242
365,pensioner,M,91,pre97,Pre-1997,11214.820882544329
365,pensioner,M,91,9705,1997-2005,8411.115661908245
365,pensioner,M,91,post05,Post-2005,8411.115661908245
366,pensioner,M,82,pre97,Pre-1997,5811.0576630000805
366,pensioner,M,82,9705,1997-2005,4358.29324725006
366,pensioner,M,82,post05,Post-2005,4358.29324725006
367,pensioner,M,86,pre97,Pre-1997,1445.7447190655373
367,pensioner,M,86,9705,1997-2005,1084.308539299153
367,pensioner,M,86,post05,Post-2005,1084.308539299153
368,pensioner,M,62,pre97,Pre-1997,1996.859037593395
368,pensioner,M,62,9705,1997-2005,1497.6442781950461
368,pensioner,M,62,post05,Post-2005,1497.6442781950461
369,pensioner,M,77,pre97,Pre-1997,20116.701508239596
369,pensioner,M,77,9705,1997-2005,15087.526131179697
369,pensioner,M,77,post05,Post-2005,15087.526131179697
370,pensioner,F,64,pre97,Pre-1997,1283.3755850626023
370,pensioner,F,64,9705,1997-2005,962.5316887969517
370,pensioner,F,64,post05,Post-2005,962.5316887969517
371,pensioner,M,77,pre97,Pre-1997,966.4785158426865
371,pensioner,M,77,9705,1997-2005,724.8588868820149
371,pensioner,M,77,post05,Post-2005,724.8588868820149
372,pensioner,M,75,pre97,Pre-1997,8413.93570197161
372,pensioner,M,75,9705,1997-2005,6310.451776478708
372,pensioner,M,75,post05,Post-2005,6310.451776478708
373,pensioner,F,83,pre97,Pre-1997,7663.272233237305
373,pensioner,F,83,9705,1997-2005,5747.454174927978
373,pensioner,F,83,post05,Post-2005,5747.454174927978
374,pensioner,M,75,pre97,Pre-1997,1127.5046652078952
374,pensioner,M,75,9705,1997-2005,845.6284989059214
374,pensioner,M,75,post05,Post-2005,845.6284989059214
375,pensioner,M,80,pre97,Pre-1997,1838.6651246469346
375,pensioner,M,80,9705,1997-2005,1378.9988434852007
375,pensioner,M,80,post05,Post-2005,1378.9988434852007
376,pensioner,F,65,pre97,Pre-1997,3781.0151782135035
376,pensioner,F,65,9705,1997-2005,2835.7613836601276
376,pensioner,F,65,post05,Post-2005,2835.7613836601276
377,pensioner,M,73,pre97,Pre-1997,4323.8347898691545
377,pensioner,M,73,9705,1997-2005,3242.8760924018657
377,pensioner,M,73,post05,Post-2005,3242.8760924018657
378,pensioner,F,81,pre97,Pre-1997,7008.475147115684
378,pensioner,F,81,9705,1997-2005,5256.356360336763
378,pensioner,F,81,post05,Post-2005,5256.356360336763
379,pensioner,M,74,pre97,Pre-1997,38112.43938070156
379,pensioner,M,74,9705,1997-2005,28584.329535526165
379,pensioner,M,74,post05,Post-2005,28584.329535526165
380,pensioner,M,79,pre97,Pre-1997,9896.47797820434
380,pensioner,M,79,9705,1997-2005,7422.358483653254
380,pensioner,M,79,post05,Post-2005,7422.358483653254
381,pensioner,M,76,pre97,Pre-1997,3365.149927842018
381,pensioner,M,76,9705,1997-2005,2523.862445881513
381,pensioner,M,76,post05,Post-2005,2523.862445881513
382,pensioner,M,71,pre97,Pre-1997,33725.972642460765
382,pensioner,M,71,9705,1997-2005,25294.47948184557
382,pensioner,M,71,post05,Post-2005,25294.47948184557
383,pensioner,M,79,pre97,Pre-1997,1401.2082037942814
383,pensioner,M,79,9705,1997-2005,1050.906152845711
383,pensioner,M,79,post05,Post-2005,1050.906152845711
384,pensioner,F,77,pre97,Pre-1997,6631.044513048208
384,pensioner,F,77,9705,1997-2005,4973.283384786155
384,pensioner,F,77,post05,Post-2005,4973.283384786155
385,pensioner,F,61,pre97,Pre-1997,1463.2417139463646
385,pensioner,F,61,9705,1997-2005,1097.4312854597733
385,pensioner,F,61,post05,Post-2005,1097.4312854597733
386,pensioner,F,77,pre97,Pre-1997,2620.684277121365
386,pensioner,F,77,9705,1997-2005,1965.5132078410238
386,pensioner,F,77,post05,Post-2005,1965.5132078410238
387,pensioner,M,67,pre97,Pre-1997,3878.8150329906903
387,pensioner,M,67,9705,1997-2005,2909.1112747430175
387,pensioner,M,67,post05,Post-2005,2909.1112747430175
388,pensioner,F,76,pre97,Pre-1997,566.3383694627797
388,pensioner,F,76,9705,1997-2005,424.75377709708476
388,pensioner,F,76,post05,Post-2005,424.75377709708476
389,pensioner,F,74,pre97,Pre-1997,9564.335565311645
389,pensioner,F,74,9705,1997-2005,7173.251673983734
389,pensioner,F,74,post05,Post-2005,7173.251673983734
390,pensioner,M,77,pre97,Pre-1997,14716.960261550747
390,pensioner,M,77,9705,1997-2005,11037.72019616306
390,pensioner,M,77,post05,Post-2005,11037.72019616306
391,pensioner,M,69,pre97,Pre-1997,6995.370673803335
391,pensioner,M,69,9705,1997-2005,5246.528005352501
391,pensioner,M,69,post05,Post-2005,5246.528005352501
392,pensioner,F,78,pre97,Pre-1997,6524.127094680517
392,pensioner,F,78,9705,1997-2005,4893.095321010387
392,pensioner,F,78,post05,Post-2005,4893.095321010387
393,pensioner,M,68,pre97,Pre-1997,2779.8543872612213
393,pensioner,M,68,9705,1997-2005,2084.8907904459156
393,pensioner,M,68,post05,Post-2005,2084.8907904459156
394,pensioner,M,80,pre97,Pre-1997,5865.04204993635
394,pensioner,M,80,9705,1997-2005,4398.7815374522625
394,pensioner,M,80,post05,Post-2005,4398.7815374522625
395,pensioner,F,80,pre97,Pre-1997,2301.7246772475205
395,pensioner,F,80,9705,1997-2005,1726.29350793564
395,pensioner,F,80,post05,Post-2005,1726.29350793564
396,pensioner,M,78,pre97,Pre-1997,2968.0103062773123
396,pensioner,M,78,9705,1997-2005,2226.007729707984
396,pensioner,M,78,post05,Post-2005,2226.007729707984
397,pensioner,F,73,pre97,Pre-1997,3057.256999672845
397,pensioner,F,73,9705,1997-2005,2292.9427497546335
397,pensioner,F,73,post05,Post-2005,2292.9427497546335
398,pensioner,F,75,pre97,Pre-1997,5281.602278936801
398,pensioner,F,75,9705,1997-2005,3961.2017092026003
398,pensioner,F,75,post05,Post-2005,3961.2017092026003
399,pensioner,F,61,pre97,Pre-1997,4885.470222599428
399,pensioner,F,61,9705,1997-2005,3664.1026669495704
399,pensioner,F,61,post05,Post-2005,3664.1026669495704
400,pensioner,F,82,pre97,Pre-1997,2822.1913001708645
400,pensioner,F,82,9705,1997-2005,2116.643475128148
400,pensioner,F,82,post05,Post-2005,2116.643475128148
401,pensioner,M,61,pre97,Pre-1997,5281.521811167241
401,pensioner,M,61,9705,1997-2005,3961.1413583754306
401,pensioner,M,61,post05,Post-2005,3961.1413583754306
402,pensioner,M,68,pre97,Pre-1997,1383.3815731384755
402,pensioner,M,68,9705,1997-2005,1037.5361798538565
402,pensioner,M,68,post05,Post-2005,1037.5361798538565
403,pensioner,F,63,pre97,Pre-1997,961.6258416383833
403,pensioner,F,63,9705,1997-2005,721.2193812287875
403,pensioner,F,63,post05,Post-2005,721.2193812287875
404,pensioner,M,61,pre97,Pre-1997,3070.9987135892293
404,pensioner,M,61,9705,1997-2005,2303.249035191922
404,pensioner,M,61,post05,Post-2005,2303.249035191922
405,pensioner,F,81,pre97,Pre-1997,4031.9088282836733
405,pensioner,F,81,9705,1997-2005,3023.9316212127546
405,pensioner,F,81,post05,Post-2005,3023.9316212127546
406,pensioner,M,74,pre97,Pre-1997,4905.288656712781
406,pensioner,M,74,9705,1997-2005,3678.966492534585
406,pensioner,M,74,post05,Post-2005,3678.966492534585
407,pensioner,M,87,pre97,Pre-1997,10911.249675383733
407,pensioner,M,87,9705,1997-2005,8183.437256537798
407,pensioner,M,87,post05,Post-2005,8183.437256537798
408,pensioner,M,60,pre97,Pre-1997,3516.061943148992
408,pensioner,M,60,9705,1997-2005,2637.0464573617437
408,pensioner,M,60,post05,Post-2005,2637.0464573617437
409,pensioner,M,66,pre97,Pre-1997,1336.3849742757566
409,pensioner,M,66,9705,1997-2005,1002.2887307068172
409,pensioner,M,66,post05,Post-2005,1002.2887307068172
410,pensioner,F,66,pre97,Pre-1997,2232.878046370811
410,pensioner,F,66,9705,1997-2005,1674.6585347781079
410,pensioner,F,66,post05,Post-2005,1674.6585347781079
411,pensioner,M,64,pre97,Pre-1997,897.569590208546
411,pensioner,M,64,9705,1997-2005,673.1771926564094
411,pensioner,M,64,post05,Post-2005,673.1771926564094
412,pensioner,F,68,pre97,Pre-1997,4389.344546946143
412,pensioner,F,68,9705,1997-2005,3292.0084102096066
412,pensioner,F,68,post05,Post-2005,3292.0084102096066
413,pensioner,M,63,pre97,Pre-1997,2213.795933884713
413,pensioner,M,63,9705,1997-2005,1660.3469504135346
413,pensioner,M,63,post05,Post-2005,1660.3469504135346
414,pensioner,M,75,pre97,Pre-1997,1926.266062435447
414,pensioner,M,75,9705,1997-2005,1444.6995468265852
414,pensioner,M,75,post05,Post-2005,1444.6995468265852
415,pensioner,F,77,pre97,Pre-1997,1149.7460483604177
415,pensioner,F,77,9705,1997-2005,862.3095362703132
415,pensioner,F,77,post05,Post-2005,862.3095362703132
416,pensioner,F,64,pre97,Pre-1997,6062.369348185668
416,pensioner,F,64,9705,1997-2005,4546.777011139251
416,pensioner,F,64,post05,Post-2005,4546.777011139251
417,pensioner,F,79,pre97,Pre-1997,1527.6495720025775
417,pensioner,F,79,9705,1997-2005,1145.737179001933
417,pensioner,F,79,post05,Post-2005,1145.737179001933
418,pensioner,M,68,pre97,Pre-1997,957.2940648066102
418,pensioner,M,68,9705,1997-2005,717.9705486049576
418,pensioner,M,68,post05,Post-2005,717.9705486049576
419,pensioner,M,70,pre97,Pre-1997,5584.2714717548915
419,pensioner,M,70,9705,1997-2005,4188.203603816169
419,pensioner,M,70,post05,Post-2005,4188.203603816169
420,pensioner,M,81,pre97,Pre-1997,3617.19825751783
420,pensioner,M,81,9705,1997-2005,2712.8986931383724
420,pensioner,M,81,post05,Post-2005,2712.8986931383724
421,pensioner,M,88,pre97,Pre-1997,9277.766243397728
421,pensioner,M,88,9705,1997-2005,6958.324682548295
421,pensioner,M,88,post05,Post-2005,6958.324682548295
422,pensioner,M,71,pre97,Pre-1997,6193.630169553669
422,pensioner,M,71,9705,1997-2005,4645.222627165251
422,pensioner,M,71,post05,Post-2005,4645.222627165251
423,pensioner,M,71,pre97,Pre-1997,1159.3393485463585
423,pensioner,M,71,9705,1997-2005,869.5045114097688
423,pensioner,M,71,post05,Post-2005,869.5045114097688
424,pensioner,F,69,pre97,Pre-1997,7753.392862975815
424,pensioner,F,69,9705,1997-2005,5815.044647231861
424,pensioner,F,69,post05,Post-2005,5815.044647231861
425,pensioner,M,69,pre97,Pre-1997,4157.804941503775
425,pensioner,M,69,9705,1997-2005,3118.353706127831
425,pensioner,M,69,post05,Post-2005,3118.353706127831
426,pensioner,M,79,pre97,Pre-1997,769.9055228296164
426,pensioner,M,79,9705,1997-2005,577.4291421222123
426,pensioner,M,79,post05,Post-2005,577.4291421222123
427,pensioner,M,77,pre97,Pre-1997,832.1348778253849
427,pensioner,M,77,9705,1997-2005,624.1011583690387
427,pensioner,M,77,post05,Post-2005,624.1011583690387
428,pensioner,F,72,pre97,Pre-1997,4315.618233038202
428,pensioner,F,72,9705,1997-2005,3236.713674778651
428,pensioner,F,72,post05,Post-2005,3236.713674778651
429,pensioner,M,87,pre97,Pre-1997,25494.545051454767
429,pensioner,M,87,9705,1997-2005,19120.908788591074
429,pensioner,M,87,post05,Post-2005,19120.908788591074
430,pensioner,F,90,pre97,Pre-1997,752.6351708474541
430,pensioner,F,90,9705,1997-2005,564.4763781355905
430,pensioner,F,90,post05,Post-2005,564.4763781355905
431,pensioner,M,83,pre97,Pre-1997,3601.2477198266674
431,pensioner,M,83,9705,1997-2005,2700.9357898700005
431,pensioner,M,83,post05,Post-2005,2700.9357898700005
432,pensioner,F,69,pre97,Pre-1997,15314.809534045648
432,pensioner,F,69,9705,1997-2005,11486.107150534235
432,pensioner,F,69,post05,Post-2005,11486.107150534235
433,pensioner,M,80,pre97,Pre-1997,14245.718695380827
433,pensioner,M,80,9705,1997-2005,10684.28902153562
433,pensioner,M,80,post05,Post-2005,10684.28902153562
434,pensioner,M,77,pre97,Pre-1997,5353.438413589141
434,pensioner,M,77,9705,1997-2005,4015.078810191855
434,pensioner,M,77,post05,Post-2005,4015.078810191855
435,pensioner,F,65,pre97,Pre-1997,2179.010651239529
435,pensioner,F,65,9705,1997-2005,1634.2579884296467
435,pensioner,F,65,post05,Post-2005,1634.2579884296467
436,pensioner,M,79,pre97,Pre-1997,18630.74645512868
436,pensioner,M,79,9705,1997-2005,13973.059841346507
436,pensioner,M,79,post05,Post-2005,13973.059841346507
437,pensioner,M,81,pre97,Pre-1997,1901.3032636406588
437,pensioner,M,81,9705,1997-2005,1425.977447730494
437,pensioner,M,81,post05,Post-2005,1425.977447730494
438,pensioner,M,63,pre97,Pre-1997,4476.368231499996
438,pensioner,M,63,9705,1997-2005,3357.276173624997
438,pensioner,M,63,post05,Post-2005,3357.276173624997
439,pensioner,M,73,pre97,Pre-1997,2300.155697452987
439,pensioner,M,73,9705,1997-2005,1725.1167730897403
439,pensioner,M,73,post05,Post-2005,1725.1167730897403
440,pensioner,M,71,pre97,Pre-1997,6725.114097280617
440,pensioner,M,71,9705,1997-2005,5043.835572960463
440,pensioner,M,71,post05,Post-2005,5043.835572960463
441,pensioner,M,70,pre97,Pre-1997,1667.0978731357766
441,pensioner,M,70,9705,1997-2005,1250.3234048518323
441,pensioner,M,70,post05,Post-2005,1250.3234048518323
442,pensioner,M,79,pre97,Pre-1997,4155.388033514758
442,pensioner,M,79,9705,1997-2005,3116.5410251360677
442,pensioner,M,79,post05,Post-2005,3116.5410251360677
443,pensioner,F,74,pre97,Pre-1997,6884.259496114418
443,pensioner,F,74,9705,1997-2005,5163.194622085813
443,pensioner,F,74,post05,Post-2005,5163.194622085813
444,pensioner,M,76,pre97,Pre-1997,6554.651983040072
444,pensioner,M,76,9705,1997-2005,4915.988987280054
444,pensioner,M,76,post05,Post-2005,4915.988987280054
445,pensioner,F,63,pre97,Pre-1997,6483.716215193799
445,pensioner,F,63,9705,1997-2005,4862.787161395349
445,pensioner,F,63,post05,Post-2005,4862.787161395349
446,pensioner,F,75,pre97,Pre-1997,11878.802216566262
446,pensioner,F,75,9705,1997-2005,8909.101662424695
446,pensioner,F,75,post05,Post-2005,8909.101662424695
447,pensioner,F,70,pre97,Pre-1997,3565.8596680650844
447,pensioner,F,70,9705,1997-2005,2674.3947510488133
447,pensioner,F,70,post05,Post-2005,2674.3947510488133
448,pensioner,M,78,pre97,Pre-1997,2613.7629262456685
448,pensioner,M,78,9705,1997-2005,1960.322194684251
448,pensioner,M,78,post05,Post-2005,1960.322194684251
449,pensioner,M,79,pre97,Pre-1997,779.8699597940423
449,pensioner,M,79,9705,1997-2005,584.9024698455316
449,pensioner,M,79,post05,Post-2005,584.9024698455316
450,pensioner,M,80,pre97,Pre-1997,1886.0577010209927
450,pensioner,M,80,9705,1997-2005,1414.5432757657445
450,pensioner,M,80,post05,Post-2005,1414.5432757657445
451,pensioner,F,91,pre97,Pre-1997,9363.644432885545
451,pensioner,F,91,9705,1997-2005,7022.733324664158
451,pensioner,F,91,post05,Post-2005,7022.733324664158
452,pensioner,F,72,pre97,Pre-1997,3544.3196207989345
452,pensioner,F,72,9705,1997-2005,2658.2397155992007
452,pensioner,F,72,post05,Post-2005,2658.2397155992007
453,pensioner,M,76,pre97,Pre-1997,705.2331090047991
453,pensioner,M,76,9705,1997-2005,528.9248317535993
453,pensioner,M,76,post05,Post-2005,528.9248317535993
454,pensioner,M,95,pre97,Pre-1997,1008.7095165589934
454,pensioner,M,95,9705,1997-2005,756.532137419245
454,pensioner,M,95,post05,Post-2005,756.532137419245
455,pensioner,M,78,pre97,Pre-1997,16867.44084196033
455,pensioner,M,78,9705,1997-2005,12650.580631470248
455,pensioner,M,78,post05,Post-2005,12650.580631470248
456,pensioner,M,69,pre97,Pre-1997,4644.624671666226
456,pensioner,M,69,9705,1997-2005,3483.4685037496693
456,pensioner,M,69,post05,Post-2005,3483.4685037496693
457,pensioner,M,62,pre97,Pre-1997,5493.937558612801
457,pensioner,M,62,9705,1997-2005,4120.453168959601
457,pensioner,M,62,post05,Post-2005,4120.453168959601
458,pensioner,M,85,pre97,Pre-1997,1627.0315872243746
458,pensioner,M,85,9705,1997-2005,1220.2736904182807
458,pensioner,M,85,post05,Post-2005,1220.2736904182807
459,pensioner,F,82,pre97,Pre-1997,4191.992264107976
459,pensioner,F,82,9705,1997-2005,3143.9941980809817
459,pensioner,F,82,post05,Post-2005,3143.9941980809817
460,pensioner,M,66,pre97,Pre-1997,916.9679056153648
460,pensioner,M,66,9705,1997-2005,687.7259292115235
460,pensioner,M,66,post05,Post-2005,687.7259292115235
461,pensioner,M,76,pre97,Pre-1997,3317.4365079001263
461,pensioner,M,76,9705,1997-2005,2488.0773809250945
461,pensioner,M,76,post05,Post-2005,2488.0773809250945
462,pensioner,M,65,pre97,Pre-1997,10544.566452242285
462,pensioner,M,65,9705,1997-2005,7908.424839181713
462,pensioner,M,65,post05,Post-2005,7908.424839181713
463,pensioner,M,79,pre97,Pre-1997,1719.5831731296541
463,pensioner,M,79,9705,1997-2005,1289.6873798472404
463,pensioner,M,79,post05,Post-2005,1289.6873798472404
464,pensioner,F,80,pre97,Pre-1997,853.6980610512946
464,pensioner,F,80,9705,1997-2005,640.273545788471
464,pensioner,F,80,post05,Post-2005,640.273545788471
465,pensioner,M,82,pre97,Pre-1997,2932.1062416503137
465,pensioner,M,82,9705,1997-2005,2199.079681237735
465,pensioner,M,82,post05,Post-2005,2199.079681237735
466,pensioner,F,72,pre97,Pre-1997,9686.72169442573
466,pensioner,F,72,9705,1997-2005,7265.041270819298
466,pensioner,F,72,post05,Post-2005,7265.041270819298
467,pensioner,M,72,pre97,Pre-1997,1530.100156377869
467,pensioner,M,72,9705,1997-2005,1147.5751172834018
467,pensioner,M,72,post05,Post-2005,1147.5751172834018
468,pensioner,M,69,pre97,Pre-1997,1693.9716581191587
468,pensioner,M,69,9705,1997-2005,1270.478743589369
468,pensioner,M,69,post05,Post-2005,1270.478743589369
469,pensioner,M,68,pre97,Pre-1997,1983.3479895311452
469,pensioner,M,68,9705,1997-2005,1487.5109921483588
469,pensioner,M,68,post05,Post-2005,1487.5109921483588
470,pensioner,M,67,pre97,Pre-1997,11405.1786940367
470,pensioner,M,67,9705,1997-2005,8553.884020527525
470,pensioner,M,67,post05,Post-2005,8553.884020527525
471,pensioner,F,78,pre97,Pre-1997,3275.6438390238955
471,pensioner,F,78,9705,1997-2005,2456.7328792679214
471,pensioner,F,78,post05,Post-2005,2456.7328792679214
472,pensioner,F,87,pre97,Pre-1997,12548.669695707718
472,pensioner,F,87,9705,1997-2005,9411.502271780788
472,pensioner,F,87,post05,Post-2005,9411.502271780788
473,pensioner,M,79,pre97,Pre-1997,6393.1296032198225
473,pensioner,M,79,9705,1997-2005,4794.847202414866
473,pensioner,M,79,post05,Post-2005,4794.847202414866
474,pensioner,M,80,pre97,Pre-1997,2353.9464787643956
474,pensioner,M,80,9705,1997-2005,1765.4598590732967
474,pensioner,M,80,post05,Post-2005,1765.4598590732967
475,pensioner,M,78,pre97,Pre-1997,2004.1555113761908
475,pensioner,M,78,9705,1997-2005,1503.116633532143
475,pensioner,M,78,post05,Post-2005,1503.116633532143
476,pensioner,F,76,pre97,Pre-1997,7253.843314316558
476,pensioner,F,76,9705,1997-2005,5440.3824857374175
476,pensioner,F,76,post05,Post-2005,5440.3824857374175
477,pensioner,F,76,pre97,Pre-1997,2474.9564988650827
477,pensioner,F,76,9705,1997-2005,1856.2173741488118
477,pensioner,F,76,post05,Post-2005,1856.2173741488118
478,pensioner,M,67,pre97,Pre-1997,2949.5214666022703
478,pensioner,M,67,9705,1997-2005,2212.1410999517025
478,pensioner,M,67,post05,Post-2005,2212.1410999517025
479,pensioner,M,70,pre97,Pre-1997,6263.189288403436
